Customer(id=1, name=Fahd, age=25, gender=Pria)
Customer(id=438, name=Ellie, age=25, gender=Wanita)
Customer(id=300, name=Jamal, age=44, gender=Pria)
Customer(id=328, name=Dwayne, age=40, gender=Pria)
Customer(id=331, name=Ellie1, age=25, gender=Wanita)
Customer(id=332, name=Ellie4, age=25, gender=Wanita)
Customer(id=333, name=Fahd6, age=25, gender=Pria)
Customer(id=334, name=Fahd3, age=25, gender=Pria)
Customer(id=335, name=Fahd, age=25, gender=Pria)
Customer(id=336, name=Ellie, age=25, gender=Wanita)
Customer(id=337, name=Jamal, age=44, gender=Pria)
Customer(id=338, name=Budi, age=11, gender=Pria)
Customer(id=359, name=Fahd4, age=25, gender=Pria)
Customer(id=360, name=Ellie5, age=25, gender=Wanita)
Customer(id=361, name=Ellie6, age=25, gender=Wanita)
Customer(id=362, name=Fahd6, age=25, gender=Pria)
Customer(id=363, name=Fahd7, age=25, gender=Pria)
Customer(id=364, name=Ellie9, age=25, gender=Wanita)
Customer(id=365, name=Fahd1, age=25, gender=Pria)
Customer(id=366, name=Ellie4, age=25, gender=Wanita)
Customer(id=367, name=Fahd6, age=25, gender=Pria)
Customer(id=368, name=Ellie7, age=25, gender=Wanita)
Customer(id=399, name=Fahd1, age=25, gender=Pria)
Customer(id=400, name=Ellie2, age=25, gender=Wanita)
Customer(id=401, name=Fahd2, age=25, gender=Pria)
Customer(id=403, name=Ellie3, age=25, gender=Wanita)
Customer(id=405, name=Fahd4, age=25, gender=Pria)
Customer(id=408, name=Fahd6, age=25, gender=Pria)
Customer(id=413, name=Ellie2, age=25, gender=Wanita)
Customer(id=416, name=Ellie4, age=25, gender=Wanita)
Customer(id=423, name=Ellie7, age=25, gender=Wanita)
Customer(id=425, name=Ellie9, age=25, gender=Wanita)
Customer(id=439, name=Dwayne, age=40, gender=Pria)
Customer(id=440, name=The Rock, age=41, gender=Pria)
Customer(id=441, name=Jhonson, age=40, gender=Pria)
Customer(id=301, name=Ani, age=33, gender=Wanita)
Customer(id=304, name=Budi, age=11, gender=Pria)
Customer(id=306, name=Fahd1, age=25, gender=Pria)
Customer(id=311, name=Fahd2, age=25, gender=Pria)
Customer(id=313, name=Ellie5, age=25, gender=Wanita)
Customer(id=317, name=Ellie6, age=25, gender=Wanita)
Customer(id=319, name=Ellie8, age=25, gender=Wanita)
Customer(id=321, name=Ellie9, age=25, gender=Wanita)
Customer(id=325, name=Ellie1, age=25, gender=Wanita)
Customer(id=330, name=Ellie2, age=25, gender=Wanita)
Customer(id=369, name=Fahd3, age=25, gender=Pria)
Customer(id=370, name=Fahd5, age=25, gender=Pria)
Customer(id=372, name=Ellie8, age=25, gender=Wanita)
Customer(id=374, name=Ellie1, age=25, gender=Wanita)
Customer(id=376, name=Fahd2, age=25, gender=Pria)
Customer(id=380, name=Fahd3, age=25, gender=Pria)
Customer(id=383, name=Fahd5, age=25, gender=Pria)
Customer(id=386, name=Fahd8, age=25, gender=Pria)
Customer(id=391, name=Fahd, age=25, gender=Pria)
Customer(id=393, name=Ani, age=33, gender=Wanita)
Customer(id=402, name=Ellie5, age=25, gender=Wanita)
Customer(id=404, name=Fahd7, age=25, gender=Pria)
Customer(id=406, name=Ellie9, age=25, gender=Wanita)
Customer(id=407, name=Fahd2, age=25, gender=Pria)
Customer(id=410, name=Ellie3, age=25, gender=Wanita)
Customer(id=412, name=Ellie5, age=25, gender=Wanita)
Customer(id=415, name=Fahd6, age=25, gender=Pria)
Customer(id=417, name=Fahd8, age=25, gender=Pria)
Customer(id=420, name=Ellie8, age=25, gender=Wanita)
Customer(id=421, name=Ellie9, age=25, gender=Wanita)
Customer(id=442, name=Jamal, age=44, gender=Pria)
Customer(id=444, name=Budi, age=11, gender=Pria)
Customer(id=447, name=Ellie9, age=25, gender=Wanita)
Customer(id=302, name=Ellie, age=25, gender=Wanita)
Customer(id=305, name=The Rock, age=41, gender=Pria)
Customer(id=308, name=Fahd3, age=25, gender=Pria)
Customer(id=310, name=Fahd5, age=25, gender=Pria)
Customer(id=312, name=Fahd7, age=25, gender=Pria)
Customer(id=315, name=Ellie3, age=25, gender=Wanita)
Customer(id=320, name=Ellie4, age=25, gender=Wanita)
Customer(id=322, name=Ani, age=33, gender=Wanita)
Customer(id=326, name=Hilman, age=55, gender=Wanita)
Customer(id=329, name=Dwayne, age=40, gender=Pria)
Customer(id=339, name=The Rock, age=41, gender=Pria)
Customer(id=340, name=Jhonson, age=40, gender=Pria)
Customer(id=341, name=Ellie3, age=25, gender=Wanita)
Customer(id=342, name=Fahd3, age=25, gender=Pria)
Customer(id=343, name=Ellie4, age=25, gender=Wanita)
Customer(id=344, name=Fahd4, age=25, gender=Pria)
Customer(id=345, name=Fahd5, age=25, gender=Pria)
Customer(id=346, name=Fahd6, age=25, gender=Pria)
Customer(id=347, name=Fahd7, age=25, gender=Pria)
Customer(id=348, name=Fahd8, age=25, gender=Pria)
Customer(id=379, name=Ellie4, age=25, gender=Wanita)
Customer(id=384, name=Ellie7, age=25, gender=Wanita)
Customer(id=387, name=Fahd8, age=25, gender=Pria)
Customer(id=389, name=Ellie2, age=25, gender=Wanita)
Customer(id=392, name=Ellie3, age=25, gender=Wanita)
Customer(id=394, name=Ellie5, age=25, gender=Wanita)
Customer(id=395, name=Hilman, age=55, gender=Wanita)
Customer(id=396, name=Jhonson, age=40, gender=Pria)
Customer(id=397, name=Ellie9, age=25, gender=Wanita)
Customer(id=398, name=Ellie1, age=25, gender=Wanita)
Customer(id=409, name=Fahd3, age=25, gender=Pria)
Customer(id=411, name=Fahd5, age=25, gender=Pria)
Customer(id=414, name=Ellie7, age=25, gender=Wanita)
Customer(id=418, name=Fahd8, age=25, gender=Pria)
Customer(id=419, name=Ellie1, age=25, gender=Wanita)
Customer(id=422, name=Fahd3, age=25, gender=Pria)
Customer(id=424, name=Fahd5, age=25, gender=Pria)
Customer(id=426, name=Ellie8, age=25, gender=Wanita)
Customer(id=427, name=Fahd8, age=25, gender=Pria)
Customer(id=428, name=Ellie8, age=25, gender=Wanita)
Customer(id=443, name=Ani, age=33, gender=Wanita)
Customer(id=445, name=Hilman, age=55, gender=Wanita)
Customer(id=446, name=Ellie8, age=25, gender=Wanita)
Customer(id=449, name=Jamal, age=44, gender=Pria)
Customer(id=451, name=Ellie, age=25, gender=Wanita)
Customer(id=452, name=Dwayne, age=40, gender=Pria)
Customer(id=454, name=Hilman, age=55, gender=Wanita)
Customer(id=456, name=Jhonson, age=40, gender=Pria)
Customer(id=457, name=Fahd3, age=25, gender=Pria)
Customer(id=461, name=Ellie2, age=25, gender=Wanita)
Customer(id=463, name=Ellie6, age=25, gender=Wanita)
Customer(id=465, name=Fahd4, age=25, gender=Pria)
Customer(id=468, name=Fahd7, age=25, gender=Pria)
Customer(id=470, name=Ellie8, age=25, gender=Wanita)
Customer(id=473, name=Ellie3, age=25, gender=Wanita)
Customer(id=474, name=Fahd1, age=25, gender=Pria)
Customer(id=476, name=Ellie, age=25, gender=Wanita)
Customer(id=478, name=Fahd3, age=25, gender=Pria)
Customer(id=479, name=Ani, age=33, gender=Wanita)
Customer(id=482, name=Jamal, age=44, gender=Pria)
Customer(id=484, name=Budi, age=11, gender=Pria)
Customer(id=485, name=Hilman, age=55, gender=Wanita)
Customer(id=486, name=Dwayne, age=40, gender=Pria)
Customer(id=496, name=Fahd3, age=25, gender=Pria)
Customer(id=497, name=Fahd5, age=25, gender=Pria)
Customer(id=499, name=Ellie6, age=25, gender=Wanita)
Customer(id=501, name=Ellie7, age=25, gender=Wanita)
Customer(id=502, name=Fahd8, age=25, gender=Pria)
Customer(id=503, name=Fahd1, age=25, gender=Pria)
Customer(id=504, name=Ellie3, age=25, gender=Wanita)
Customer(id=505, name=Ellie4, age=25, gender=Wanita)
Customer(id=506, name=Ellie5, age=25, gender=Wanita)
Customer(id=507, name=Fahd6, age=25, gender=Pria)
Customer(id=518, name=Ellie7, age=25, gender=Wanita)
Customer(id=519, name=Ellie8, age=25, gender=Wanita)
Customer(id=520, name=Ellie9, age=25, gender=Wanita)
Customer(id=521, name=Ellie1, age=25, gender=Wanita)
Customer(id=522, name=Fahd2, age=25, gender=Pria)
Customer(id=523, name=Ellie3, age=25, gender=Wanita)
Customer(id=524, name=Ellie4, age=25, gender=Wanita)
Customer(id=525, name=Ellie5, age=25, gender=Wanita)
Customer(id=526, name=Fahd7, age=25, gender=Pria)
Customer(id=527, name=Fahd3, age=25, gender=Pria)
Customer(id=529, name=Fahd5, age=25, gender=Pria)
Customer(id=531, name=Fahd6, age=25, gender=Pria)
Customer(id=532, name=Ellie8, age=25, gender=Wanita)
Customer(id=533, name=Fahd, age=25, gender=Pria)
Customer(id=535, name=Jamal, age=44, gender=Pria)
Customer(id=536, name=Budi, age=11, gender=Pria)
Customer(id=538, name=Ellie9, age=25, gender=Wanita)
Customer(id=539, name=Dwayne, age=40, gender=Pria)
Customer(id=541, name=Ellie9, age=25, gender=Wanita)
Customer(id=543, name=Fahd1, age=25, gender=Pria)
Customer(id=578, name=Fahd6, age=25, gender=Pria)
Customer(id=579, name=Ellie7, age=25, gender=Wanita)
Customer(id=580, name=Ellie1, age=25, gender=Wanita)
